Date (UTC),Wind offshore,Wind onshore,Solar
,Power (MW),Power (MW),Power (MW)
2023-12-31T23:00+00:00,5838.9,29779.7,3.5
2023-12-31T23:15+00:00,5747.9,29432.1,3.6
2023-12-31T23:30+00:00,5618.1,29438.6,2.8
2023-12-31T23:45+00:00,5512,29684.3,2.7
2024-01-01T00:00+00:00,5463.9,29705.8,3.4
2024-01-01T00:15+00:00,5342.8,29542.8,2.8
2024-01-01T00:30+00:00,5282.2,29295.3,2.9
2024-01-01T00:45+00:00,5294,29428.3,2.7
2024-01-01T01:00+00:00,5360.1,29499.7,3.4
2024-01-01T01:15+00:00,5344.3,29493.7,2.7
2024-01-01T01:30+00:00,5185.6,29641.5,2.9
2024-01-01T01:45+00:00,4864.3,29658.3,2.8
2024-01-01T02:00+00:00,4606.5,29372.7,3.5
2024-01-01T02:15+00:00,4582.5,29080,2.8
2024-01-01T02:30+00:00,4763,28815.1,3.6
2024-01-01T02:45+00:00,4744.4,28882.4,2.8
2024-01-01T03:00+00:00,4579,28877.6,2.7
2024-01-01T03:15+00:00,4443,29113.4,2.9
2024-01-01T03:30+00:00,4385.2,29049,2.8
2024-01-01T03:45+00:00,4350.2,28839.9,2.7
2024-01-01T04:00+00:00,4561.1,29021,2.6
2024-01-01T04:15+00:00,4729.1,29104.6,2.6
2024-01-01T04:30+00:00,4664.6,29205.2,3.4
2024-01-01T04:45+00:00,4543.9,29055.5,3.6
2024-01-01T05:00+00:00,4491.3,29258.6,2.8
2024-01-01T05:15+00:00,4407.2,29058.1,2.9
2024-01-01T05:30+00:00,4198.5,28949.2,3.3
2024-01-01T05:45+00:00,4045.3,29067.3,3.8
2024-01-01T06:00+00:00,3958.9,29249,3.1
2024-01-01T06:15+00:00,3947.6,29523.5,4
2024-01-01T06:30+00:00,3863.9,29841.3,4.3
2024-01-01T06:45+00:00,3817.8,30074.9,4.9
2024-01-01T07:00+00:00,3926.6,30313.3,10
2024-01-01T07:15+00:00,3855.2,30211.5,87.3
2024-01-01T07:30+00:00,3846.1,30323.2,491.8
2024-01-01T07:45+00:00,3797.8,30537.1,1111.9
2024-01-01T08:00+00:00,3408.8,30476.1,1934.9
2024-01-01T08:15+00:00,3132.4,30512.8,2832.6
2024-01-01T08:30+00:00,3110.8,30431.4,3651.5
2024-01-01T08:45+00:00,3274.2,30340.9,4451
2024-01-01T09:00+00:00,3164.2,30436.8,5299.5
2024-01-01T09:15+00:00,3401.2,30423.8,6099.3
2024-01-01T09:30+00:00,3667.6,30434,6741.1
2024-01-01T09:45+00:00,3647.3,29966.1,7229.9
2024-01-01T10:00+00:00,3491,30006.4,7773.6
2024-01-01T10:15+00:00,3499.2,30128.6,8178.6
2024-01-01T10:30+00:00,3638.5,30291.2,8335.2
2024-01-01T10:45+00:00,3664.9,30639.4,8257.6
2024-01-01T11:00+00:00,3357.8,30441.8,8115.4
2024-01-01T11:15+00:00,3212.9,30373.9,8003.4
2024-01-01T11:30+00:00,3316.9,30503.5,7672.3
2024-01-01T11:45+00:00,3296.2,30308.1,7295.5
2024-01-01T12:00+00:00,3329.8,29959.3,6963.7
2024-01-01T12:15+00:00,3296.2,29742,6613.5
2024-01-01T12:30+00:00,3284.7,29668,6196.6
2024-01-01T12:45+00:00,3202.6,29714.2,5690
2024-01-01T13:00+00:00,3155.3,28870,5237.2
2024-01-01T13:15+00:00,3161.7,28641,4587.1
2024-01-01T13:30+00:00,3352.4,28400.2,3859.4
2024-01-01T13:45+00:00,3548.1,28122.7,3114.2
2024-01-01T14:00+00:00,3588.4,27906.5,2376.5
2024-01-01T14:15+00:00,3852.2,27622.6,1681.6
2024-01-01T14:30+00:00,3796.9,27277.1,1051.5
2024-01-01T14:45+00:00,4001.9,26942.4,579.3
2024-01-01T15:00+00:00,4118.2,27130.2,246.5
2024-01-01T15:15+00:00,4173.7,27286.6,65.5
2024-01-01T15:30+00:00,4281.8,27391.3,13.9
2024-01-01T15:45+00:00,4347.7,27711.4,7.8
2024-01-01T16:00+00:00,4456.9,28055.3,4.5
2024-01-01T16:15+00:00,4411.9,27999.2,4.1
2024-01-01T16:30+00:00,4339.8,28034.8,7.8
2024-01-01T16:45+00:00,4583.1,27862.3,7
2024-01-01T17:00+00:00,4674.5,27544.8,7.3
2024-01-01T17:15+00:00,4524.7,27180.2,6.6
2024-01-01T17:30+00:00,4322.9,26755.8,4
2024-01-01T17:45+00:00,4425.2,26662.4,3.4
2024-01-01T18:00+00:00,4528.5,26539,5.8
2024-01-01T18:15+00:00,4537.9,26436.8,6
2024-01-01T18:30+00:00,4578.1,26431.3,2.9
2024-01-01T18:45+00:00,4709.9,26207.6,2.7
2024-01-01T19:00+00:00,4673.4,25967.1,4.2
2024-01-01T19:15+00:00,4602.8,25504.4,2.7
2024-01-01T19:30+00:00,4584.9,25388.3,2.7
2024-01-01T19:45+00:00,4693.6,25150,2.6
2024-01-01T20:00+00:00,4697.2,24724.4,3.4
2024-01-01T20:15+00:00,4739.8,24488.1,2.6
2024-01-01T20:30+00:00,4642.1,24243.6,3.3
2024-01-01T20:45+00:00,4537.8,24013.9,2.6
2024-01-01T21:00+00:00,4696.1,23378.7,2.9
2024-01-01T21:15+00:00,4768.6,23211,2.5
2024-01-01T21:30+00:00,4587.4,22776.6,2.5
2024-01-01T21:45+00:00,4186.9,22480.3,2.5
2024-01-01T22:00+00:00,3922.8,22193.1,3.5
2024-01-01T22:15+00:00,3741.3,21877.8,3.1
2024-01-01T22:30+00:00,3742.7,21857.3,2.8
2024-01-01T22:45+00:00,3483.7,21547.4,2.8
2024-01-01T23:00+00:00,3494.1,21178.1,3.5
2024-01-01T23:15+00:00,3582,20975.9,3.5
2024-01-01T23:30+00:00,3640.8,20777,2.7
2024-01-01T23:45+00:00,3760.2,20451.6,2.7
2024-01-02T00:00+00:00,3762.5,20259,2.6
2024-01-02T00:15+00:00,3770.3,20080.3,2.5
2024-01-02T00:30+00:00,3773.8,19775.8,2.6
2024-01-02T00:45+00:00,3749.1,19552.5,2.6
2024-01-02T01:00+00:00,3784.7,19604,3.3
2024-01-02T01:15+00:00,3658.6,19685.6,2.5
2024-01-02T01:30+00:00,3677.6,19868.5,2.7
2024-01-02T01:45+00:00,3661.6,20111,3.6
2024-01-02T02:00+00:00,3676.3,20505.7,3.6
2024-01-02T02:15+00:00,3977.8,20930.9,3.5
2024-01-02T02:30+00:00,4131,21185.2,2.8
2024-01-02T02:45+00:00,4286.6,21394.4,2.7
2024-01-02T03:00+00:00,4560.3,21894.5,2.6
2024-01-02T03:15+00:00,4753.8,22491.2,2.7
2024-01-02T03:30+00:00,4852.3,22947.5,2.7
2024-01-02T03:45+00:00,4941.6,23369.3,2.7
2024-01-02T04:00+00:00,5026.4,24088.9,2.5
2024-01-02T04:15+00:00,5069.3,24812.3,2.7
2024-01-02T04:30+00:00,5113.2,25631.2,2.8
2024-01-02T04:45+00:00,5176.1,26175.5,3.8
2024-01-02T05:00+00:00,5209.5,27420.3,2.9
2024-01-02T05:15+00:00,5191.7,27917.9,2.8
2024-01-02T05:30+00:00,5156.3,28423,3.6
2024-01-02T05:45+00:00,5156.5,28891.9,3.7
2024-01-02T06:00+00:00,5170.5,29304.9,2.7
2024-01-02T06:15+00:00,5165,29677.7,2.6
2024-01-02T06:30+00:00,5218.1,30085.3,2.8
2024-01-02T06:45+00:00,5208.6,30349.9,2.9
2024-01-02T07:00+00:00,5186.5,30647.1,3.9
2024-01-02T07:15+00:00,5178.4,30827.8,11.6
2024-01-02T07:30+00:00,5167,31038.9,54.3
2024-01-02T07:45+00:00,5171.4,30976,133.2
2024-01-02T08:00+00:00,5182.1,30698.5,247
2024-01-02T08:15+00:00,5196.1,30567.2,426.2
2024-01-02T08:30+00:00,5192.8,30556.4,628.7
2024-01-02T08:45+00:00,5179.9,30764.3,849.7
2024-01-02T09:00+00:00,5173.5,30853.5,1068
2024-01-02T09:15+00:00,5195.2,30657.2,1282.9
2024-01-02T09:30+00:00,5199.6,30396,1496.8
2024-01-02T09:45+00:00,5175.6,30027.5,1712.5
2024-01-02T10:00+00:00,4911.5,29637.5,1909.2
2024-01-02T10:15+00:00,4481.8,29213,2097.5
2024-01-02T10:30+00:00,4122,28798.7,2238.5
2024-01-02T10:45+00:00,3900.2,28406.5,2368.2
2024-01-02T11:00+00:00,3780.8,28027.2,2519.6
2024-01-02T11:15+00:00,3767.4,27944.2,2616.8
2024-01-02T11:30+00:00,3814,27947,2677
2024-01-02T11:45+00:00,3861.8,27763.5,2688
2024-01-02T12:00+00:00,3777.1,27542.9,2587.5
2024-01-02T12:15+00:00,3504.9,27504.1,2452
2024-01-02T12:30+00:00,3155.1,27393.8,2233.9
2024-01-02T12:45+00:00,3028,27330.6,1954.6
2024-01-02T13:00+00:00,3217,27160.2,1632.7
2024-01-02T13:15+00:00,3349.9,26913.5,1338.5
2024-01-02T13:30+00:00,3288.1,26753.1,1096.2
2024-01-02T13:45+00:00,3337.5,26797.9,863.2
2024-01-02T14:00+00:00,3303.2,26881.9,627.7
2024-01-02T14:15+00:00,3237.4,26905.7,413.5
2024-01-02T14:30+00:00,3222.4,27220.2,233.2
2024-01-02T14:45+00:00,3244,27661.3,99.8
2024-01-02T15:00+00:00,3379.4,28068.5,28.3
2024-01-02T15:15+00:00,3568.4,28476.7,8.1
2024-01-02T15:30+00:00,3796.9,28977.3,7.1
2024-01-02T15:45+00:00,4194.1,29471.4,6.8
2024-01-02T16:00+00:00,4597.8,30018.4,5.2
2024-01-02T16:15+00:00,4927.4,30460.4,3.6
2024-01-02T16:30+00:00,5229.3,30972.7,3.5
2024-01-02T16:45+00:00,5481.9,31399.5,3.4
2024-01-02T17:00+00:00,5782.7,31794.2,6.2
2024-01-02T17:15+00:00,5963.8,32162.9,3.1
2024-01-02T17:30+00:00,6120.1,32700.7,3
2024-01-02T17:45+00:00,6262.4,33406.6,2.9
2024-01-02T18:00+00:00,6342.7,34036.4,3.6
2024-01-02T18:15+00:00,6404.3,34486.3,2.8
2024-01-02T18:30+00:00,6429.1,34862.4,2.7
2024-01-02T18:45+00:00,6433.9,35144.8,2.7
2024-01-02T19:00+00:00,6437.3,35484.2,3.2
2024-01-02T19:15+00:00,6433.2,35976.7,3.1
2024-01-02T19:30+00:00,6434.8,36197,2.4
2024-01-02T19:45+00:00,6430.6,36516.7,2.4
2024-01-02T20:00+00:00,6409.6,36915,3.3
2024-01-02T20:15+00:00,6408,37220.9,3.4
2024-01-02T20:30+00:00,6391.5,37338.6,2.6
2024-01-02T20:45+00:00,6285.3,37463.2,2.5
2024-01-02T21:00+00:00,6166.4,36720,3.2
2024-01-02T21:15+00:00,6186.8,37009.6,2.5
2024-01-02T21:30+00:00,5983.2,37425.6,4.6
2024-01-02T21:45+00:00,5887.6,37532.1,2.7
2024-01-02T22:00+00:00,5811.4,37578,3.2
2024-01-02T22:15+00:00,5733,37738.7,2.6
2024-01-02T22:30+00:00,5603.9,37821.4,2.6
2024-01-02T22:45+00:00,5495.9,37517.2,2.7
2024-01-02T23:00+00:00,4450.3,36638.2,3.5
2024-01-02T23:15+00:00,4018.8,36568.2,3
2024-01-02T23:30+00:00,3765.7,36760,2.7
2024-01-02T23:45+00:00,3596.1,36864.6,2.6
2024-01-03T00:00+00:00,3399,37027.9,3.3
2024-01-03T00:15+00:00,3247.9,37098.6,2.7
2024-01-03T00:30+00:00,3076.9,36903.2,2.7
2024-01-03T00:45+00:00,3078.6,36594.7,2.7
2024-01-03T01:00+00:00,3054.7,36859.2,3.3
2024-01-03T01:15+00:00,3051.2,37223.9,2.9
2024-01-03T01:30+00:00,3075.6,37529.4,2.7
2024-01-03T01:45+00:00,3128.3,37749.5,2.8
2024-01-03T02:00+00:00,3108.8,37485.1,3.2
2024-01-03T02:15+00:00,3074.5,37284.7,2.5
2024-01-03T02:30+00:00,2790.4,37568,2.6
2024-01-03T02:45+00:00,2614.2,37526.7,2.8
2024-01-03T03:00+00:00,2722.8,37732.8,2.8
2024-01-03T03:15+00:00,2797.6,37959,2.8
2024-01-03T03:30+00:00,2932.8,38543.2,2.8
2024-01-03T03:45+00:00,3119.5,38980.9,3.3
2024-01-03T04:00+00:00,3198.7,38116,2.6
2024-01-03T04:15+00:00,3227.1,38233.2,2.7
2024-01-03T04:30+00:00,3500.6,39000.2,2.8
2024-01-03T04:45+00:00,3829,39182.8,2.8
2024-01-03T05:00+00:00,5006.6,41102.6,3.6
2024-01-03T05:15+00:00,5178.1,41736.4,2.9
2024-01-03T05:30+00:00,5121.1,42158.9,2.8
2024-01-03T05:45+00:00,5107.2,42460.9,3.6
2024-01-03T06:00+00:00,5140.7,42766.1,2.7
2024-01-03T06:15+00:00,5182.4,42921.9,2.7
2024-01-03T06:30+00:00,5101.1,43171.7,2.9
2024-01-03T06:45+00:00,5083,43098,3.4
2024-01-03T07:00+00:00,5153.8,42789.1,11.4
2024-01-03T07:15+00:00,5142.5,42544,80.3
2024-01-03T07:30+00:00,5123.4,42276.3,380
2024-01-03T07:45+00:00,5185.1,41856.6,786.8
2024-01-03T08:00+00:00,5261.7,41632.6,1329
2024-01-03T08:15+00:00,5278.1,41556.8,1999.8
2024-01-03T08:30+00:00,5285.2,41354.9,2709.8
2024-01-03T08:45+00:00,5269.1,41490.3,3448.3
2024-01-03T09:00+00:00,5247.4,41712.9,4194.7
2024-01-03T09:15+00:00,5249.1,41839.7,5042.3
2024-01-03T09:30+00:00,5235.9,41656.9,5418.4
2024-01-03T09:45+00:00,5282.9,41639.8,5717.1
2024-01-03T10:00+00:00,5327.4,41864.7,5953.9
2024-01-03T10:15+00:00,5317.5,42410.2,6037.8
2024-01-03T10:30+00:00,5300.7,42577,6105.6
2024-01-03T10:45+00:00,5291,42289.2,6178.3
2024-01-03T11:00+00:00,5246.8,42076.3,6235
2024-01-03T11:15+00:00,5202.1,42077.7,6266.2
2024-01-03T11:30+00:00,5072.7,41951.7,6508.6
2024-01-03T11:45+00:00,4861.9,41811.5,6625
2024-01-03T12:00+00:00,4696.6,41590.2,6597
2024-01-03T12:15+00:00,4567.6,41326.8,6266.2
2024-01-03T12:30+00:00,4499.2,41187.9,5960.9
2024-01-03T12:45+00:00,4447.7,41046.9,5689.9
2024-01-03T13:00+00:00,4386.9,40773.1,5090.7
2024-01-03T13:15+00:00,4361.9,40636.4,4555.7
2024-01-03T13:30+00:00,4300.1,40293.1,3822.7
2024-01-03T13:45+00:00,4195.9,39795.9,3154.2
2024-01-03T14:00+00:00,3981.9,39452,2477
2024-01-03T14:15+00:00,3809.6,39006,1856.2
2024-01-03T14:30+00:00,3700.4,38714.7,1273.8
2024-01-03T14:45+00:00,3602.9,38522.8,702.6
2024-01-03T15:00+00:00,3600.4,38176.1,289.8
2024-01-03T15:15+00:00,3533,37618.7,68.2
2024-01-03T15:30+00:00,3509.9,36825.3,9.6
2024-01-03T15:45+00:00,3595.6,36183.7,8.4
2024-01-03T16:00+00:00,3687.4,35584.2,3.9
2024-01-03T16:15+00:00,3713.7,35327.4,4.1
2024-01-03T16:30+00:00,3636.2,34838.6,7.9
2024-01-03T16:45+00:00,3537.5,34584.8,9.6
2024-01-03T17:00+00:00,3437.3,34220.2,3.6
2024-01-03T17:15+00:00,3359.5,34032.8,4.9
2024-01-03T17:30+00:00,3312.3,33770.1,6.2
2024-01-03T17:45+00:00,3296.6,33611.8,3.2
2024-01-03T18:00+00:00,3295.9,33197.4,6.5
2024-01-03T18:15+00:00,3301.6,32885.3,3.6
2024-01-03T18:30+00:00,3236,32538.8,3.3
2024-01-03T18:45+00:00,3173.8,32164.9,2.7
2024-01-03T19:00+00:00,3187,31868.7,5.8
2024-01-03T19:15+00:00,3226.4,31758.7,2.5
2024-01-03T19:30+00:00,3257.3,31852.5,2.4
2024-01-03T19:45+00:00,3295.7,31776.6,2.4
2024-01-03T20:00+00:00,3337.9,31790.6,3.2
2024-01-03T20:15+00:00,3378.7,31572,2.5
2024-01-03T20:30+00:00,3430.4,31236.4,2.5
2024-01-03T20:45+00:00,3463.3,30950.6,2.5
2024-01-03T21:00+00:00,3453,30201.6,3.2
2024-01-03T21:15+00:00,3470.5,30112,3.2
2024-01-03T21:30+00:00,3526.6,30241.7,2.5
2024-01-03T21:45+00:00,3657.9,30202,2.6
2024-01-03T22:00+00:00,3778.5,30152.2,3.4
2024-01-03T22:15+00:00,3888.5,30200.8,3.4
2024-01-03T22:30+00:00,3907.2,30371.8,2.6
2024-01-03T22:45+00:00,3941.2,30471,2.6
2024-01-03T23:00+00:00,3970,30546.6,3.2
2024-01-03T23:15+00:00,4087.8,30527.1,3.3
2024-01-03T23:30+00:00,4159.8,30620.7,2.5
2024-01-03T23:45+00:00,4161.3,30803.6,2.5
2024-01-04T00:00+00:00,4136.4,30948.4,2.9
2024-01-04T00:15+00:00,4124.4,31114.1,2.6
2024-01-04T00:30+00:00,4173.2,31532,2.6
2024-01-04T00:45+00:00,4215.3,31617.5,2.6
2024-01-04T01:00+00:00,4236.8,31952,3.2
2024-01-04T01:15+00:00,4225,32454.5,3.3
2024-01-04T01:30+00:00,4162.8,32531.5,2.5
2024-01-04T01:45+00:00,4106.2,32515,2.6
2024-01-04T02:00+00:00,4079.7,32887.2,3.3
2024-01-04T02:15+00:00,4088.5,33010.6,2.6
2024-01-04T02:30+00:00,4046,33024.3,2.6
2024-01-04T02:45+00:00,3970.3,32947.2,2.6
2024-01-04T03:00+00:00,3976.5,33091.5,2.6
2024-01-04T03:15+00:00,3996.4,33449.8,2.7
2024-01-04T03:30+00:00,3923.7,33736.3,2.7
2024-01-04T03:45+00:00,3881.3,33869.2,3.4
2024-01-04T04:00+00:00,3889.4,34008.2,2.4
2024-01-04T04:15+00:00,3889.8,34102.1,2.5
2024-01-04T04:30+00:00,3818.1,34234.2,2.8
2024-01-04T04:45+00:00,3772,33982,3.5
2024-01-04T05:00+00:00,3731.8,34122.7,2.7
2024-01-04T05:15+00:00,3700.9,33679.5,2.8
2024-01-04T05:30+00:00,3630.5,33413.4,3.6
2024-01-04T05:45+00:00,3522.3,33060.6,4.1
2024-01-04T06:00+00:00,3499,32927,2.5
2024-01-04T06:15+00:00,3444.7,32884.4,2.6
2024-01-04T06:30+00:00,3329.6,32475.5,2.8
2024-01-04T06:45+00:00,3254.7,32176.7,3.4
2024-01-04T07:00+00:00,3281.5,31968.1,5.7
2024-01-04T07:15+00:00,3237.6,31439.4,29.9
2024-01-04T07:30+00:00,3174.3,30915.8,177.2
2024-01-04T07:45+00:00,3130.8,30556.8,450.4
2024-01-04T08:00+00:00,3037.5,30223.6,845.3
2024-01-04T08:15+00:00,2920.2,29904.4,1310.5
2024-01-04T08:30+00:00,2830.2,29882.2,1830.3
2024-01-04T08:45+00:00,2741.9,29479.1,2379
2024-01-04T09:00+00:00,2641.1,29339,2894.4
2024-01-04T09:15+00:00,2560.5,29182.8,3352.6
2024-01-04T09:30+00:00,2449.3,28672,3844.5
2024-01-04T09:45+00:00,2273.8,28285.6,4292.4
2024-01-04T10:00+00:00,1829.1,28107.6,4661.1
2024-01-04T10:15+00:00,1744.2,27810.7,4954.7
2024-01-04T10:30+00:00,1624,27680.2,5235.1
2024-01-04T10:45+00:00,1544.2,27290,5375.5
2024-01-04T11:00+00:00,1480.3,26607.1,5457.5
2024-01-04T11:15+00:00,1444.8,25749.8,5469.2
2024-01-04T11:30+00:00,1436.5,25221.7,5654.6
2024-01-04T11:45+00:00,1426.1,24841,5571.2
2024-01-04T12:00+00:00,1386.7,23913,5384.2
2024-01-04T12:15+00:00,1369.2,23351.7,5197
2024-01-04T12:30+00:00,1311.4,22795.7,4993.5
2024-01-04T12:45+00:00,1286.6,22176,4665.9
2024-01-04T13:00+00:00,1256.9,21253.8,4239.8
2024-01-04T13:15+00:00,1235.9,20442,3953.9
2024-01-04T13:30+00:00,1272.7,19793.1,3485.9
2024-01-04T13:45+00:00,1344.1,19061.9,2950.3
2024-01-04T14:00+00:00,1358.5,18307.3,2387.2
2024-01-04T14:15+00:00,1383.5,17467.5,1818.5
2024-01-04T14:30+00:00,1383.9,16755.8,1251.8
2024-01-04T14:45+00:00,1347.8,16119.2,689.2
2024-01-04T15:00+00:00,1558.5,15344.8,285.9
2024-01-04T15:15+00:00,1614.6,14640.1,75.7
2024-01-04T15:30+00:00,1606,13746.4,12.1
2024-01-04T15:45+00:00,1606.2,12820.3,8.9
2024-01-04T16:00+00:00,1690.2,12319.9,3.9
2024-01-04T16:15+00:00,1652.5,11647.7,3.9
2024-01-04T16:30+00:00,1621.8,10884.7,8.8
2024-01-04T16:45+00:00,1534.2,10312.7,13.5
2024-01-04T17:00+00:00,1471.3,9661.9,12
2024-01-04T17:15+00:00,1464.6,9139.8,10.8
2024-01-04T17:30+00:00,1493.9,8716.5,11.6
2024-01-04T17:45+00:00,1622.9,8205.9,10.8
2024-01-04T18:00+00:00,1706.3,7691.8,6.8
2024-01-04T18:15+00:00,1795,7369.2,2.9
2024-01-04T18:30+00:00,1897.4,7148,2.8
2024-01-04T18:45+00:00,1928.2,6986.2,3.5
2024-01-04T19:00+00:00,2048.7,7039.9,3.4
2024-01-04T19:15+00:00,2022.9,6970.9,2.8
2024-01-04T19:30+00:00,2132.7,6738.8,2.8
2024-01-04T19:45+00:00,2323.3,6489.8,2.8
2024-01-04T20:00+00:00,2433.5,6334.8,3.4
2024-01-04T20:15+00:00,2486.7,6203.9,2.7
2024-01-04T20:30+00:00,2583.2,6180.4,2.7
2024-01-04T20:45+00:00,2782.2,6199.4,2.8
2024-01-04T21:00+00:00,3023.6,6324.6,3.3
2024-01-04T21:15+00:00,3306.8,6508.6,2.5
2024-01-04T21:30+00:00,3358.9,6654.5,2.5
2024-01-04T21:45+00:00,3353.1,6714.7,2.5
2024-01-04T22:00+00:00,3405.6,6738.2,3.4
2024-01-04T22:15+00:00,3485.2,6767.3,3.4
2024-01-04T22:30+00:00,3546.6,6970.1,2.5
2024-01-04T22:45+00:00,3717.9,7258.1,2.5
2024-01-04T23:00+00:00,3827,7513.9,3.2
2024-01-04T23:15+00:00,3957.5,7834.7,3.4
2024-01-04T23:30+00:00,4126.9,8094.3,2.7
2024-01-04T23:45+00:00,4331.3,8304.3,2.7
2024-01-05T00:00+00:00,4483.6,8602.1,3.4
2024-01-05T00:15+00:00,4675.5,8980.6,2.7
2024-01-05T00:30+00:00,4794.9,9474.6,2.7
2024-01-05T00:45+00:00,4834.3,9868,2.8
2024-01-05T01:00+00:00,4862.3,10202.6,3.4
2024-01-05T01:15+00:00,4923.7,10721.9,2.7
2024-01-05T01:30+00:00,4973.1,11266.1,2.6
2024-01-05T01:45+00:00,5018.6,11826.1,2.5
2024-01-05T02:00+00:00,5047.2,12408,2.7
2024-01-05T02:15+00:00,5055.7,13003.5,2.8
2024-01-05T02:30+00:00,5071.8,13525.3,2.8
2024-01-05T02:45+00:00,5086.8,13950.6,2.9
2024-01-05T03:00+00:00,5089.3,14186,2.8
2024-01-05T03:15+00:00,5092.4,14461.4,2.8
2024-01-05T03:30+00:00,5103.5,14722.5,2.9
2024-01-05T03:45+00:00,5096.7,15164.5,2.8
2024-01-05T04:00+00:00,5102.6,15686.4,2.8
2024-01-05T04:15+00:00,5104,16135.6,2.7
2024-01-05T04:30+00:00,5115.2,16595.4,2.9
2024-01-05T04:45+00:00,5128.2,16942,3.5
2024-01-05T05:00+00:00,5146,17691.3,3
2024-01-05T05:15+00:00,5152.2,18004.7,3
2024-01-05T05:30+00:00,5161,18347.4,2.8
2024-01-05T05:45+00:00,5156.4,18771.6,2.6
2024-01-05T06:00+00:00,5167,19229.3,3.3
2024-01-05T06:15+00:00,5169.1,19732.3,2.6
2024-01-05T06:30+00:00,5187.8,20127.6,2.8
2024-01-05T06:45+00:00,5212.3,20424.4,3.7
2024-01-05T07:00+00:00,5232.9,20817.1,5.3
2024-01-05T07:15+00:00,5249,21296,48.3
2024-01-05T07:30+00:00,5255.3,21580.7,213
2024-01-05T07:45+00:00,5267.6,21916.4,488.4
2024-01-05T08:00+00:00,5282.8,22128.1,855.1
2024-01-05T08:15+00:00,5293.4,22176.5,1325.9
2024-01-05T08:30+00:00,5283.6,22180.1,1973.7
2024-01-05T08:45+00:00,5255.4,22281.4,2631.8
2024-01-05T09:00+00:00,5272.7,22284.4,3195.4
2024-01-05T09:15+00:00,5300.7,22581.9,3764.1
2024-01-05T09:30+00:00,5336.6,22709.6,4366.9
2024-01-05T09:45+00:00,5352.9,22890.9,4951.1
2024-01-05T10:00+00:00,5339.7,22956.9,5341.5
2024-01-05T10:15+00:00,5346.8,22978.3,5618
2024-01-05T10:30+00:00,5368.6,22908.3,5773.7
2024-01-05T10:45+00:00,5380.4,22913,5843.1
2024-01-05T11:00+00:00,5390.1,22894.9,5816.6
2024-01-05T11:15+00:00,5385.9,22758.6,5765.5
2024-01-05T11:30+00:00,5391.9,22691.9,5641.2
2024-01-05T11:45+00:00,5423.8,22587.3,5299.8
2024-01-05T12:00+00:00,5450.1,22509.6,4888.9
2024-01-05T12:15+00:00,5469.4,22407.9,4504.1
2024-01-05T12:30+00:00,5480.5,22267.3,4181.9
2024-01-05T12:45+00:00,5512.8,21979.4,3831.6
2024-01-05T13:00+00:00,5593.1,21924.6,3442.7
2024-01-05T13:15+00:00,5598.6,21969.2,2966.4
2024-01-05T13:30+00:00,5616.7,21398.3,2586
2024-01-05T13:45+00:00,5609.8,20913.7,2187.1
2024-01-05T14:00+00:00,5673.8,20731.1,1725.8
2024-01-05T14:15+00:00,5730.4,20489.5,1292.5
2024-01-05T14:30+00:00,5801.2,20210.5,880.8
2024-01-05T14:45+00:00,5875.3,19911,525.9
2024-01-05T15:00+00:00,5828.6,19804.5,238.8
2024-01-05T15:15+00:00,5826.3,19784.6,74.1
2024-01-05T15:30+00:00,5851.2,19704.6,17.1
2024-01-05T15:45+00:00,5872.5,19691,10.1
2024-01-05T16:00+00:00,5904,19826.7,3.8
2024-01-05T16:15+00:00,5890.6,20035.7,3.5
2024-01-05T16:30+00:00,6001.8,20028.1,7.3
2024-01-05T16:45+00:00,6044.6,19957.4,3.4
2024-01-05T17:00+00:00,6040.7,19893.7,4.2
2024-01-05T17:15+00:00,6064.2,20010.1,6.5
2024-01-05T17:30+00:00,6103.3,20089.5,7.5
2024-01-05T17:45+00:00,6129.1,20124.7,3.8
2024-01-05T18:00+00:00,6161.2,20128.6,9.7
2024-01-05T18:15+00:00,6188.2,19977.4,3.1
2024-01-05T18:30+00:00,6222.6,20003.2,2.8
2024-01-05T18:45+00:00,6246.1,19712.7,2.8
2024-01-05T19:00+00:00,6247.9,19443.9,6.5
2024-01-05T19:15+00:00,6241.9,19122.4,2.7
2024-01-05T19:30+00:00,6216.2,18966,2.5
2024-01-05T19:45+00:00,6198.3,18811.6,2.5
2024-01-05T20:00+00:00,6220.9,18540.1,3.3
2024-01-05T20:15+00:00,6214.5,18231.3,2.7
2024-01-05T20:30+00:00,6223.4,17893.8,2.6
2024-01-05T20:45+00:00,6239.5,17716.6,2.6
2024-01-05T21:00+00:00,6252.8,16940,6.6
2024-01-05T21:15+00:00,6245,16659.1,2.6
2024-01-05T21:30+00:00,6197.6,16361.6,2.6
2024-01-05T21:45+00:00,6170.6,15968.3,2.8
2024-01-05T22:00+00:00,6125.5,15514,3.4
2024-01-05T22:15+00:00,6135.3,15106.2,3.4
2024-01-05T22:30+00:00,6165.6,14677.7,2.7
2024-01-05T22:45+00:00,6222.1,14238.1,2.7
2024-01-05T23:00+00:00,6182.3,13967.9,3.4
2024-01-05T23:15+00:00,6197.8,13633.4,3.4
2024-01-05T23:30+00:00,6190.4,13156.8,2.5
2024-01-05T23:45+00:00,6173.9,12805.3,2.5
2024-01-06T00:00+00:00,6132.9,12452.5,3
2024-01-06T00:15+00:00,6136.7,12102.9,2.5
